"","D102300","D103780","D104130","D104300","D104310","D106100","D107320","D107650","D109100","D109350","D109543","D109800","D114480","D114500","D114550","D115645","D125320","D125850","D125851","D125852","D125853","D126200","D127350","D127750","D131200","D131440","D132090","D132300","D133239","D134430","D134500","D134510","D134520","D137215","D137750","D137760","D137800","D140300","D140600","D143100","D143465","D144700","D145500","D146500","D151400","D152700","D153800","D155600","D155601","D157300","D157700","D160750","D161400","D164230","D165199","D165720","D166710","D166760","D168600","D168601","D170900","D175505","D176807","D181000","D181500","D182830","D184700","D187360","D188470","D190300","D190310","D191390","D192000","D193200","D203700","D205700","D208085","D208550","D209850","D210050","D211980","D219700","D222100","D223350","D226150","D227300","D234700","D236000","D241100","D246300","D247640","D254200","D254500","D256370","D256700","D260480","D260970","D264700","D266120","D266600","D267740","D273300","D275000","D300125","D303110","D312910","D600081","D600319","D600496","D600634","D600803","D600807","D601208","D601318","D601367","D601518","D601626","D601665","D601666","D601682","D601744","D601941","D601942","D602080","D602096","D602134","D602404","D602439","D603165","D603266","D603388","D604416","D604827","D605055","D605218","D605480","D605526","D605804","D605805","D605839","D605841","D605844","D606889","D607060","D607154","D607202","D607373","D607498","D607499","D607501","D607508","D607516","D607554","D607682","D607688","D607822","D607850","D608049","D608088","D608232","D608320","D608437","D608583","D608895","D608907"
"D109543",0,0,0.10503,0.091037,0,0.16307,0,0,0,0.12303,1,0.11808,0.072163,0.084251,0.091189,0.10611,0,0,0,0,0,0.091799,0,0,0.095709,0.22488,0,0,0.1084,0,0,0,0,0.080718,0,0.057082,0.089539,0.054312,0,0.064227,0,0.087075,0.048547,0,0.39679,0.037648,0,0.069891,0.18348,0,0,0,0,0,0,0,0,0,0,0,0.12137,0.10826,0.098348,0.043406,0,0,0.044943,0,0.14183,0,0,0.076227,0,0.11814,0,0,0,0,0.050499,0,0.13627,0.048874,0,0.24111,0,0,0,0.19113,0,0,0.22163,0.095812,0.1215,0.10421,0.059709,0,0,0,0,0.039866,0,0.083201,0,0,0,0,0,0,0,0.16661,0,0.05273,0,0,0.086506,0.12457,0.30267,0.071019,0,0,0,0,0,0.076779,0,0,0,0.23644,0.076708,0,0,0,0,0,0,0,0,0,0,0.1512,0,0,0,0,0,0,0.065838,0,0,0,0,0,0,0,0,0,0,0.089336,0,0.17094,0,0,0,0,0
"D109800",0.025038,0.021334,0.041274,0.13044,0,0.0788,0.036842,0.02994,0.00956,0.14685,0.11808,1,0.24717,0.41839,0.34782,0.060414,0,0.090402,0.059396,0.037365,0.063543,0.082336,0.10348,0,0.13532,0.047164,0,0,0.18523,0.10114,0.091952,0.028063,0.069221,0.13035,0.018837,0.049759,0.14874,0.10561,0.068863,0.10827,0.12584,0.4327,0.16038,0.081897,0.083547,0.14514,0.070312,0.17684,0.22396,0,0.057369,0.054365,0.018641,0.027656,0,0.047331,0.071261,0,0.03919,0.072012,0.069864,0.11909,0.30511,0.026113,0.090282,0,0.14954,0.038447,0.26365,0.064985,0,0.10235,0.050939,0.046418,0.047448,0,0.094553,0.066298,0.061853,0.020714,0.16975,0.17773,0.11072,0.051055,0,0.084165,0.016373,0.1345,0.11647,0.021226,0.085626,0.12238,0.10277,0.35896,0.31523,0,0,0.097801,0.13044,0.13129,0,0.27442,0.014343,0,0.021232,0.017373,0.028081,0,0.085675,0.17973,0.02565,0.11853,0,0,0.12664,0.20414,0.088058,0.081055,0,0,0.092903,0.035882,0,0.067687,0.051151,0.083791,0,0.10733,0.084781,0,0,0.075166,0,0,0.039469,0,0.034276,0.030051,0.028805,0.42005,0,0.030181,0.047428,0.056901,0.049408,0,0.05741,0,0,0,0.022608,0,0.030937,0,0,0.029027,0.051544,0.14213,0.037149,0.12167,0.038359,0,0,0,0
"D114480",0.065148,0.15528,0.16404,0.24315,0.069883,0.26464,0.20154,0.18849,0.14832,0.10494,0.072163,0.24717,1,0.35152,0.30156,0.15833,0.054064,0.13377,0.1372,0.28506,0.27343,0.17464,0.10757,0.063049,0.15728,0.14804,0.11523,0.13816,0.14885,0.066616,0.11889,0.036886,0.14608,0.19759,0.086838,0.18516,0.27064,0.30745,0.067828,0.28611,0.076387,0.30627,0.26976,0.21027,0.16632,0.24312,0.20936,0.3429,0.24059,0.16723,0.15221,0.13726,0.098646,0.090884,0.053891,0.16084,0.19566,0.088928,0.09307,0.088698,0.11405,0.089347,0.51079,0.24241,0.20577,0.093541,0.3282,0.22766,0.1784,0.14677,0.056791,0.24094,0.06679,0.18041,0.13829,0.023307,0.12334,0.15602,0.18952,0.11805,0.37448,0.32437,0.24242,0.1217,0,0.11115,0.14014,0.2369,0.24462,0.13592,0.27052,0.16818,0.25136,0.15912,0.40927,0.12966,0.049364,0.28561,0.11509,0.28355,0.12215,0.38625,0.2849,0.11085,0.13385,0.10337,0.092495,0.11752,0.14099,0.2285,0.13929,0.22643,0.079738,0.19357,0.21407,0.26003,0.1251,0.29397,0.079939,0.024754,0.20766,0.14325,0.079397,0.18017,0.20315,0.085122,0.076996,0.13629,0.22045,0.079397,0.23369,0.13752,0.095288,0.076052,0.054699,0.13585,0.13513,0.078993,0.075747,0.23507,0.026563,0.079463,0.1157,0.11137,0.11387,0.16014,0.13102,0.11104,0.0292,0.11486,0.14867,0.12526,0.12198,0.088212,0.079541,0.11721,0.084601,0.25944,0.097703,0.28142,0.13348,0.054479,0.11172,0,0.081347
"D114500",0.01628,0.083632,0.065215,0.1538,0.017282,0.18304,0.055618,0.057949,0.12904,0.26966,0.084251,0.41839,0.35152,1,0.29519,0.10242,0,0.13115,0.097252,0.15858,0.10287,0.16084,0.080329,0.010402,0.19174,0.10311,0,0,0.41675,0.022973,0.075002,0.036511,0.027091,0.41102,0.012252,0.1159,0.28927,0.2188,0.044755,0.1865,0.14153,0.46625,0.21751,0.14865,0.1899,0.14863,0.16182,0.31336,0.22704,0.083357,0.058336,0.051711,0.048738,0.017989,0,0.046083,0.081266,0,0.050073,0.060407,0.089508,0.44543,0.29677,0.14878,0.1773,0,0.20433,0.09209,0.29728,0.083825,0.056242,0.35609,0.16656,0.04606,0.067544,0,0.079974,0.17137,0.1183,0.044614,0.33222,0.35404,0.19947,0.11023,0.15853,0.070223,0.032111,0.17104,0.12641,0.12132,0.15074,0.18181,0.16019,0.29452,0.35947,0.092053,0.016298,0.20504,0.13034,0.33983,0,0.29698,0.1706,0,0.01381,0.022634,0.055276,0.023116,0.12426,0.26532,0.13541,0.19902,0.026322,0.1923,0.094201,0.15752,0.12994,0.14335,0.02638,0.028125,0.143,0.095703,0.026223,0.10348,0.16857,0.054543,0,0.11285,0.10103,0.026223,0.14645,0.061031,0,0.014906,0,0,0.067244,0.058655,0.056223,0.33884,0,0.058906,0.028642,0.03698,0.096744,0.1212,0.099079,0,0,0,0.044684,0,0.020123,0,0,0.074959,0.050174,0.17089,0.072424,0.22375,0.034544,0,0,0.035087,0
"D114550",0.037869,0.16753,0.11657,0.24604,0.12226,0.19041,0.11185,0.10274,0.17477,0.17364,0.091189,0.34782,0.30156,0.29519,1,0.075027,0.047048,0.17775,0.13625,0.13195,0.21224,0.12396,0.095612,0.073497,0.1316,0.068611,0.10024,0.068714,0.22489,0.026923,0.11204,0.08636,0.031759,0.27729,0.071802,0.13254,0.20931,0.22723,0.079463,0.17284,0.09601,0.33646,0.24476,0.13648,0.13161,0.20478,0.10578,0.22862,0.12476,0.083251,0.10204,0.13941,0.10249,0.084341,0.020839,0.11073,0.15932,0.041268,0.10969,0.069424,0.085812,0.1647,0.3455,0.14087,0.21868,0.065141,0.18283,0.15793,0.25515,0.12314,0.065926,0.19841,0,0.099306,0.1699,0,0.20753,0.11645,0.19961,0.11919,0.24851,0.30118,0.219,0.073913,0.069127,0.10639,0.14231,0.19666,0.14933,0.095425,0.08022,0.1727,0.13312,0.24573,0.27807,0.094892,0.038195,0.17432,0.13324,0.24115,0.070108,0.2229,0.13443,0.074835,0.048619,0.11927,0.13543,0.054155,0.14951,0.16532,0.13958,0.22611,0.061637,0.099157,0.21594,0.13116,0.099572,0.16647,0.061809,0.033609,0.19701,0.13892,0.061348,0.15031,0.17601,0.10386,0.089315,0.16298,0.18332,0.061348,0.13887,0.14328,0.11416,0.10621,0.10681,0.13156,0.15669,0.068731,0.065915,0.28317,0.030813,0.069028,0.10112,0.13152,0.13484,0.18818,0.22775,0.066525,0,0.068167,0.12206,0.065522,0.094329,0.076742,0.092267,0.062517,0.083344,0.22956,0.070783,0.23637,0.054073,0.10645,0.077756,0,0.094362
"D115645",0,0.067242,0.30877,0.1664,0,0.28569,0.088051,0.17544,0.088923,0.13354,0.10611,0.060414,0.15833,0.10242,0.075027,1,0,0.071511,0,0.097869,0.067806,0.13281,0.023685,0.016525,0.05331,0.13827,0,0.03126,0.12267,0.146,0.11833,0.11612,0.085964,0.13928,0.20089,0.14723,0.098306,0.10095,0,0.1186,0,0.14171,0.067057,0.17715,0.078737,0.13442,0.17658,0.23893,0.13248,0.055987,0.23928,0,0.080282,0.028536,0.18904,0,0.041577,0.094995,0.053943,0.030709,0.22169,0.15848,0.052178,0.26375,0.079375,0.15608,0.11056,0.13465,0.050938,0.16999,0.059492,0.19979,0,0.13398,0.1463,0.073042,0.097525,0.14338,0.10614,0.088903,0.070159,0.193,0.11868,0.094779,0.056154,0.11504,0.070793,0.16536,0.019969,0.046448,0.082911,0.087344,0.13022,0.056911,0.20282,0.19735,0,0.099978,0.077188,0.19151,0.17895,0.074783,0.15761,0.074636,0.16758,0.21709,0,0,0.067719,0.089679,0.079347,0.1657,0,0.026901,0.19731,0.034696,0.085884,0.14276,0,0.20466,0,0,0,0.12551,0,0.026912,0,0.10525,0.29484,0,0.025253,0.044987,0,0,0,0,0,0.031008,0.029723,0.1079,0,0.031142,0.068124,0,0.025462,0.10714,0.15895,0.06524,0,0.067272,0.069796,0.088518,0.095766,0,0,0.065048,0,0.14102,0.057422,0.13115,0.073326,0,0.070169,0.11047,0
"D125320",0.16858,0.14526,0.1496,0.32568,0.45253,0,0.10225,0.14765,0.080773,0,0,0,0.054064,0,0.047048,0,1,0,0,0.06424,0.053803,0.096161,0,0.54347,0,0,0.19876,0.13624,0,0,0,0,0,0,0.064006,0.069996,0.1635,0.081572,0,0.24925,0.21099,0.02715,0.044083,0.23633,0,0.068475,0.061692,0,0,0.12333,0.03689,0.058702,0.17204,0.31752,0.061919,0.053371,0,0,0.38537,0.44215,0,0,0.05558,0.05325,0.3971,0.21675,0.083772,0.057948,0,0.20955,0.13163,0.04575,0,0.047211,0.20409,0,0.051272,0,0.14645,0.23943,0,0.058245,0.013834,0,0,0,0.018507,0,0,0.023283,0,0.038423,0.031632,0,0.076699,0.015527,0.18537,0.12834,0,0.036325,0.13927,0.10206,0.032433,0.16481,0.048093,0.12274,0,0,0,0,0,0,0,0,0.16327,0,0,0.17605,0,0,0,0,0,0.087067,0.37567,0.11783,0.35401,0.069049,0,0,0,0,0.14156,0.51994,0,0.15618,0.34607,0,0,0,0.045781,0,0.37463,0.31268,0,0.0593,0.16728,0.14516,0.1171,0.14999,0.15406,0.14399,0.10523,0.23023,0.3457,0.42509,0,0.17979,0.12634,0.04202,0,0,0.11566,0,0.43139
"D125850",0,0.13118,0.022838,0.19729,0,0.21932,0.029971,0.18554,0.10746,0.026431,0,0.090402,0.13377,0.13115,0.17775,0.071511,0,1,0.53652,0.33569,0.51068,0.12973,0.024675,0,0.095192,0.052036,0,0,0.14262,0,0.18453,0,0,0.1155,0.046583,0.13418,0.030917,0.17881,0,0.13831,0,0.11898,0.28079,0.26469,0.074759,0.11515,0.24381,0.1199,0,0.022203,0.0267,0.097226,0.16132,0,0.070381,0,0.11812,0.033325,0.047283,0.037007,0.079035,0.023616,0.10051,0.14575,0.12995,0.074161,0.30076,0.14346,0.20896,0.019638,0,0.11821,0.062339,0.051199,0.091806,0,0.13006,0.1096,0.16038,0.047556,0.10363,0.18412,0.40423,0.055755,0,0.17369,0.081507,0.043667,0.095452,0.075848,0.02344,0.14712,0.15552,0.11654,0.13099,0.1052,0,0.23472,0.092006,0.15838,0.091117,0.11084,0.24987,0,0.08032,0.10975,0.2171,0.22371,0.89132,0.03505,0.19439,0.17892,0.25583,0.41391,0.15389,0.039946,0.051266,0.095198,0.25508,0.096141,0.092224,0.36104,0.25706,0.079358,0.062644,0,0,0.050171,0.11899,0.25706,0.09034,0.12147,0,0,0,0,0.22093,0,0,0,0,0,0,0,0.12549,0.095379,0.19534,0,0,0,0.084018,0,0,0,0,0,0,0.17887,0,0.078523,0.11173,0,0,0.12485,0
"D125851",0,0.17525,0,0.14177,0,0.062295,0.080067,0.12195,0.11162,0,0,0.059396,0.1372,0.097252,0.13625,0,0,0.53652,1,0.41919,0.37911,0.085526,0.032885,0,0.042292,0.069849,0,0,0.079849,0,0.14191,0,0,0.087684,0,0.076806,0.041501,0.1423,0,0.073206,0,0.078858,0.26571,0.18582,0.099969,0.066303,0.11177,0.079232,0,0.029628,0,0.1302,0.091958,0,0,0,0.11712,0,0,0,0.034996,0,0.13426,0.11564,0.097355,0,0.26639,0.10543,0.15532,0,0,0.044442,0,0.068197,0.037376,0,0.048603,0.070945,0.13696,0,0.10301,0.11275,0.25369,0.074841,0,0.13221,0.080848,0.058615,0.063406,0.067916,0.031279,0.11136,0.11469,0.030048,0.079586,0.04536,0,0.10626,0.1232,0.12258,0,0.11038,0.21385,0,0.070406,0.085324,0.23091,0.2969,0.54479,0.046711,0.12665,0.070408,0.33953,0.31553,0.20493,0,0.068815,0.095317,0.33854,0,0.090294,0.48081,0.34112,0.062084,0.084089,0,0,0.067346,0.067,0.34112,0.12098,0.16116,0,0,0,0,0.16931,0,0,0.037566,0,0,0,0,0.12231,0.084553,0.14812,0,0.073216,0,0.11251,0,0,0,0,0,0,0.13891,0,0.062929,0.17799,0,0,0,0
"D125852",0.077777,0.26849,0.079579,0.25728,0.027423,0.20594,0.21551,0.15376,0.27093,0.022216,0,0.037365,0.28506,0.15858,0.13195,0.097869,0.06424,0.33569,0.41919,1,0.54053,0.22179,0.11322,0.050888,0.079839,0.11052,0,0.062057,0.10561,0.03637,0.12224,0.028899,0.092627,0.11515,0.058372,0.17828,0.14368,0.27747,0.11688,0.18158,0.10292,0.14832,0.29761,0.22972,0.18357,0.20591,0.21282,0.12417,0,0.11198,0.078545,0.081372,0.17667,0.11736,0.028613,0.076204,0.15193,0.084152,0.068893,0.077273,0.11032,0.039519,0.13472,0.26985,0.21971,0.029595,0.2898,0.22639,0.12167,0.13202,0,0.21071,0,0.086368,0.19347,0.073046,0.15779,0.1559,0.20009,0.10629,0.089063,0.16135,0.40169,0.14078,0,0.11669,0.10101,0.22273,0.13987,0.19233,0.099558,0.15682,0.23321,0.075744,0.20997,0.13097,0.091558,0.25995,0.10281,0.30217,0.031995,0.13864,0.37588,0.1002,0.088386,0.089832,0.11588,0.52084,0.48071,0.058738,0.079324,0.19351,0.46057,0.65016,0.2615,0,0.085958,0.17972,0.46059,0.03915,0.19212,0.4824,0.4605,0.11823,0.26843,0.026659,0,0.10603,0.11497,0.4605,0.27284,0.17214,0.13326,0.072691,0.057262,0.071328,0.070585,0.061872,0.059307,0.023659,0,0.062341,0.067923,0,0.10197,0.20271,0.15298,0.088513,0.15346,0.090925,0.14069,0.10987,0.09556,0.071098,0,0.043993,0.092,0.16926,0.095516,0.18395,0.28297,0.057172,0.070013,0,0
"D125853",0.10839,0.24478,0.10074,0.27301,0.023089,0.25328,0.18228,0.20085,0.22636,0.0187,0,0.063543,0.27343,0.10287,0.21224,0.067806,0.053803,0.51068,0.37911,0.54053,1,0.14074,0.18121,0.042616,0.044782,0.037079,0,0.078367,0.11794,0,0.16136,0,0.17005,0.17659,0.048974,0.094201,0.098971,0.22056,0.14908,0.20425,0.13026,0.12553,0.34796,0.2617,0.093425,0.19627,0.23394,0.21173,0.051675,0.094309,0.17505,0.16274,0.19948,0.074426,0,0.19566,0.3685,0.11757,0.090515,0.064853,0.11152,0.016709,0.14224,0.19787,0.16017,0,0.40315,0.2142,0.21175,0.16708,0,0.13154,0,0.12699,0.16673,0.061504,0.15678,0.13078,0.20661,0.10786,0.12964,0.21443,0.39502,0.059354,0,0.15352,0.17256,0.15575,0.13469,0.071694,0.033108,0.20893,0.2207,0.031901,0.23696,0.097665,0.076615,0.27727,0.06537,0.27329,0,0.15802,0.2935,0.084309,0.037945,0.045244,0.15411,0.34707,0.5926,0.02474,0.21126,0.20245,0.32461,0.38455,0.30167,0,0.07265,0.22039,0.32435,0,0.17854,0.38235,0.32502,0.20682,0.1802,0.091194,0,0.1103,0.15745,0.32502,0.18511,0.21913,0.1104,0.060885,0.096307,0.089965,0.16024,0.078129,0.074929,0,0,0.078637,0.057186,0.101,0.15354,0.21407,0.1359,0.074476,0.12998,0.076506,0.13847,0.11139,0.053632,0.059788,0,0.060473,0.13952,0.14876,0.096745,0.12026,0.22802,0.096041,0.058945,0,0
"D126200",0.17594,0.19935,0.11021,0.30246,0.094018,0.22471,0.20575,0.19149,0.27312,0.076167,0.091799,0.082336,0.17464,0.16084,0.12396,0.13281,0.096161,0.12973,0.085526,0.22179,0.14074,1,0.046878,0.13107,0.044985,0.13142,0.075608,0.051844,0.10636,0.040551,0.084372,0.048338,0.059886,0.15702,0.20646,0.28,0.21302,0.32479,0.058077,0.28681,0.07328,0.16268,0.22014,0.22993,0.2368,0.27566,0.22931,0.18734,0.054232,0.18917,0.10037,0.13638,0.28435,0.16214,0.20688,0.082627,0.095958,0.031278,0.22498,0.20289,0.099013,0.066168,0.14324,0.34486,0.26112,0.21134,0.12161,0.25304,0.11417,0.1473,0.11615,0.28749,0.029137,0.13294,0.25226,0.083008,0.14499,0.12399,0.20883,0.091133,0.10133,0.22963,0.37783,0.20688,0.14275,0.080157,0.15174,0.22142,0.033436,0.28859,0.15136,0.26609,0.26897,0.077023,0.26964,0.18976,0.25342,0.18217,0.10269,0.39518,0.16776,0.12646,0.3374,0.11188,0.16501,0.22465,0.080717,0.10294,0.14819,0.066848,0.091198,0.27479,0.11723,0.18507,0.19829,0.038613,0.17741,0.1118,0.11747,0.11019,0.18369,0.14632,0.11681,0.23077,0.2247,0.059644,0.069065,0.17738,0.15066,0.11681,0.28634,0.097365,0.10215,0.12105,0.11943,0.10017,0.098436,0.05178,0.049633,0.030188,0.17153,0.052116,0.11647,0.081181,0.085285,0.17328,0.20309,0.098482,0.061259,0.10168,0.13083,0.14834,0.071237,0.098134,0.069746,0.20137,0.09174,0.20859,0.20463,0.24984,0.093951,0.096215,0.058786,0.088821,0.071466
"D127350",0.030918,0.048769,0.023183,0.072506,0,0.084671,0.1002,0.067584,0.089238,0,0,0.10348,0.10757,0.080329,0.095612,0.023685,0,0.024675,0.032885,0.11322,0.18121,0.046878,1,0,0.028279,0,0,0.10162,0.053491,0,0,0,0.27617,0.058743,0.043114,0.035271,0.057692,0.063295,0.30009,0.12396,0.061134,0.081468,0.13253,0.061984,0.016346,0.18816,0.062498,0.10417,0.071476,0,0.16606,0.057108,0.063168,0,0.03285,0.23066,0.36549,0.124,0.07828,0.016285,0,0,0.094759,0.065556,0.071602,0.033977,0.028432,0.13304,0.082755,0.14842,0,0.095501,0,0.023072,0.09472,0,0.12424,0.077234,0.12235,0,0,0.097676,0.19787,0,0,0,0.035967,0.06387,0.10837,0,0,0.077022,0.045986,0.060967,0.13205,0.046431,0,0.144,0.054626,0.16104,0.036732,0.076036,0.064469,0,0.025481,0.040234,0.061386,0.17813,0.023388,0.031575,0.056284,0.082258,0.044789,0.02892,0.10555,0.035589,0,0.063369,0.044888,0.044946,0.14076,0.039452,0.044621,0.16685,0.092983,0.13503,0,0.078335,0.033061,0.044621,0.027174,0.24744,0,0,0,0,0,0,0,0.075831,0,0,0,0.10488,0,0,0.021229,0,0,0,0,0.073403,0,0,0,0.029815,0.23782,0.018835,0.043513,0.056842,0.019568,0,0,0,0
"D127750",0.17948,0.11405,0.1166,0.35783,0.54526,0,0.092164,0.14399,0.077438,0,0,0,0.063049,0.010402,0.073497,0.016525,0.54347,0,0,0.050888,0.042616,0.13107,0,1,0,0,0.15454,0.10593,0,0,0,0.099373,0,0,0.083038,0.13737,0.17994,0.10306,0,0.32452,0.18097,0.042208,0.057105,0.29488,0,0.088727,0.05993,0.021159,0,0.12799,0.028707,0.045677,0.16893,0.27262,0.096365,0.083046,0,0,0.55366,0.55525,0,0,0.043199,0.062242,0.44216,0.25425,0.065047,0.056316,0,0.32789,0.12802,0.035559,0,0.036735,0.27953,0,0.040009,0,0.15303,0.15369,0,0.08309,0.032295,0,0,0,0.028796,0,0,0.018132,0.016814,0.10602,0.036922,0,0.12831,0.024194,0.28067,0.097199,0.022169,0.037798,0.13531,0.12039,0.050567,0.1497,0.05614,0.12639,0,0,0,0,0,0.025006,0,0,0.15714,0,0,0.11959,0,0.03319,0.032031,0,0,0.14048,0.39894,0.11449,0.36289,0.053734,0.011927,0,0.04306,0,0.11042,0.57301,0,0.12143,0.27959,0,0,0,0.035617,0,0.48434,0.33338,0,0.046142,0.13036,0.13172,0.092788,0.13606,0.13995,0.15056,0.081791,0.17948,0.35821,0.51578,0.022592,0.1549,0.21858,0.043598,0,0,0.089895,0,0.34792
"D131200",0,0,0.0528,0.029869,0,0.18273,0.017368,0.020997,0.040984,0.031096,0.095709,0.13532,0.15728,0.19174,0.1316,0.05331,0,0.095192,0.042292,0.079839,0.044782,0.044985,0.028279,0,1,0.029981,0,0,0.054942,0,0,0,0,0.10109,0,0.04626,0.042818,0.082405,0,0.084728,0,0.14595,0.074003,0.03933,0.065056,0.043044,0.1804,0.053907,0.048071,0,0.030914,0,0,0,0,0,0,0,0.018119,0.042443,0.03049,0.054546,0.21425,0.068534,0,0,0.2832,0,0.10406,0.02271,0,0.038303,0.21947,0.029679,0.048861,0,0.021153,0.061139,0.038895,0.024172,0.1337,0.136,0.069549,0.032277,0,0,0,0.025684,0.25226,0,0.032819,0.096341,0.040145,0.32617,0.14095,0.01954,0,0.15676,0.035388,0.091389,0,0.21748,0.040782,0,0,0,0,0,0.090221,0.04251,0.036446,0.060664,0,0.074244,0.021734,0.23297,0.06004,0.0273,0,0,0.025858,0,0,0.037918,0,0,0,0.028952,0.038521,0,0,0.026574,0,0,0,0,0,0.04277,0.040995,0.13915,0,0.042951,0.031372,0,0.035123,0,0.025308,0,0,0,0,0,0,0,0,0.019386,0,0.022456,0.026392,0.039875,0.025276,0,0,0,0
"D131440",0,0.10944,0.093461,0.20515,0,0.21814,0.1305,0.034653,0.084983,0.050572,0.22488,0.047164,0.14804,0.10311,0.068611,0.13827,0,0.052036,0.069849,0.11052,0.037079,0.13142,0,0,0.029981,1,0,0,0.080686,0.082212,0.13369,0.065331,0.048405,0.09486,0,0.10992,0.14098,0.13893,0,0.11457,0,0.13312,0.096133,0.067584,0.22119,0.14486,0.081452,0.17305,0.14856,0.063554,0.05296,0.061828,0.043375,0,0,0,0.041534,0,0,0,0.099869,0.044622,0.11648,0.15859,0.087481,0,0.074025,0.12837,0.11277,0,0,0.16041,0,0.15053,0,0.082378,0.039253,0.1282,0.049416,0,0.10297,0.11227,0.086757,0.41587,0,0.12471,0.079328,0.24472,0,0.19749,0.18083,0.078958,0.17572,0.042963,0.12049,0.12118,0,0.10434,0.14683,0.13987,0,0.071824,0.12081,0,0,0,0.065795,0,0.049312,0.068191,0.059762,0.27588,0,0.15506,0.10798,0.039021,0.32913,0.070456,0,0,0.10803,0.0874,0,0.075003,0.15117,0,0,0.36682,0.13887,0,0.14659,0.050086,0,0,0,0,0.07991,0,0,0.12106,0,0,0,0,0.057763,0,0.063579,0,0,0,0.053292,0,0,0,0,0.016338,0,0.079912,0,0.32326,0,0,0,0,0
"D132090",0.11895,0.10277,0.33151,0.18279,0.19271,0,0.11767,0.26513,0.023042,0,0,0,0.11523,0,0.10024,0,0.19876,0,0,0,0,0.075608,0,0.15454,0,0,1,0.57788,0,0,0,0,0,0,0.090948,0.074403,0.21903,0.13904,0,0.12982,0,0.02887,0.09392,0.1329,0,0.17512,0.065605,0,0,0.17497,0.052333,0.12513,0.089852,0.26732,0.13199,0.11377,0,0,0.12301,0.14382,0,0,0.11841,0.056576,0.14152,0.27518,0.029259,0.12351,0,0.15416,0.20859,0.097471,0,0.10063,0.22296,0,0,0,0.25999,0.31687,0,0.082738,0.029457,0,0,0,0.039407,0,0,0,0,0.081904,0.033667,0,0.069883,0.033063,0.12086,0.18775,0,0.02574,0.60544,0.081,0.069134,0.23288,0.10252,0.16821,0,0,0,0,0,0,0,0,0.14751,0,0,0.13896,0,0,0,0,0,0.06052,0.1844,0.18743,0.28304,0.098081,0,0,0,0,0.36875,0.40673,0,0.65125,0.24787,0,0,0,0.097482,0,0.21261,0.27199,0,0.12641,0.33219,0.31658,0,0.21154,0.33134,0.31099,0.2242,0.63123,0.2924,0.24119,0,0.29473,0.089557,0.059696,0,0,0.24641,0,0.29904
"D132300",0.081556,0.070457,0.23885,0.1139,0.13211,0.082421,0.14185,0.33941,0.063227,0,0,0,0.13816,0,0.068714,0.03126,0.13624,0,0,0.062057,0.078367,0.051844,0.10162,0.10593,0,0,0.57788,1,0,0,0,0,0.10443,0,0.062355,0.051011,0.13652,0.095308,0.11227,0.11773,0,0.039608,0.064383,0.1139,0,0.14245,0.04498,0,0,0.11994,0.16448,0.12876,0.092393,0.18323,0.090491,0.19549,0.10218,0.17928,0.084316,0.09858,0,0,0.081175,0.077668,0.097004,0.18862,0.020071,0.23611,0,0.29416,0.14303,0.11139,0,0.068996,0.19783,0,0.050203,0,0.18871,0.2011,0,0.070941,0.080942,0,0,0,0.054066,0,0.09628,0,0,0.11226,0.023095,0,0.095885,0.045543,0.082863,0.18867,0,0.052998,0.38894,0.055527,0.071089,0.15963,0.070285,0.1153,0,0.11952,0,0,0,0.023581,0,0,0.10111,0,0,0.095259,0,0,0,0,0,0.13431,0.12641,0.21447,0.19403,0.067245,0,0,0,0.062755,0.19438,0.2544,0,0.4143,0.16992,0,0,0,0.06687,0,0.14574,0.18644,0,0.086664,0.21075,0.18317,0,0.145,0.19309,0.18084,0.15369,0.49231,0.20044,0.15104,0.085505,0.18699,0.092136,0.040928,0,0,0.16892,0,0.205
"D133239",0,0.096517,0.08841,0.12642,0,0.12865,0.054531,0.10845,0.095166,0.43334,0.1084,0.18523,0.14885,0.41675,0.22489,0.12267,0,0.14262,0.079849,0.10561,0.11794,0.10636,0.053491,0,0.054942,0.080686,0,0,1,0.031417,0.18901,0.024963,0.036997,0.65892,0.050269,0.12771,0.13187,0.1091,0.029535,0.11621,0,0.27085,0.11269,0.14104,0.098902,0.083771,0.10047,0.24677,0.065002,0.016087,0.078239,0.11882,0.11868,0.0246,0,0.020958,0.1282,0,0.035936,0.028441,0.12526,0.53289,0.17363,0.15096,0.066971,0,0.10235,0.07001,0.27589,0.057764,0.076919,0.31424,0,0.042333,0.06364,0,0.085678,0.03827,0.11742,0.049514,0.21515,0.225,0.13337,0.086921,0.096936,0.17979,0.072801,0.14113,0.017215,0.036636,0.09433,0.12469,0.11679,0.086468,0.16345,0.098632,0,0.098363,0.088747,0.2553,0,0.14556,0.065366,0,0.018886,0.015454,0.1251,0,0.13506,0.19273,0.139,0.1065,0,0.094834,0.11512,0.067276,0.09782,0.14275,0,0,0.066771,0.09874,0,0.10581,0.04536,0,0,0.11415,0.08903,0,0.07055,0.016592,0.033108,0,0.035304,0,0.16116,0.026731,0.025623,0.14541,0,0.026847,0.022732,0,0.088108,0.17055,0.13267,0,0,0,0.060851,0,0.027519,0,0,0.025789,0.022769,0.12139,0.066042,0.17344,0.034224,0,0,0,0
